Text,Star,NEW_COLUMN
"Won't update, cannot get the update to work. Tried on wifi and mobile data nothing worked. Used to be an awesome browser but if I can't update it then security falls below standard and my information is at risk. Fix this asap.",1,2
Prakash RK,5,0
So beautiful app,5,0
Best app for real me phone,5,0
Good,1,1
Ok,5,0
Unable to update,4,2
App not updating,2,2
Excellent,5,0
It won't let me update the app.,5,2
good,5,1
Unable to update,1,2
Google has become a company of silence. I will not support any company that willingly silences anyones voice.,1,0
Good,5,1
Cool,5,0
Helping rounded,5,0
Disgusting company,1,0
Works great,5,0
Unable to update,1,2
Superb,5,0
IT'S VERY BAD,1,0
Bad,4,0
Nice,5,0
Sureshsathya,5,0
Amazing,5,0
Class apk 😘,5,0
Do Not update any problem,2,2
I cant even search without it crashing it honestly sucks,2,0
Good App,1,1
Cookies Cookies,1,0
Chrome is not Responding when I tap on update,1,2
It qont let me update my chrine,1,2
Cannot update the app.,1,2
NYX And please get me permission 🙂 To update,5,2
Fast & effective,5,0
Chrome is Chrome,5,0
Google is best,5,0
Awsm app,5,0
Good,4,1
I have been haveing trouble not a computer knowlage ? Need help error loading to long to download or wont download,5,0
This app is only virus😤😕,1,0
Nc browser,5,0
big tech sucks,1,0
eoogie,5,0
Stop forcing us to do watch those annoying ads after every 5 mins for continuesly 2 mins.. Such a pathetic experience.. Don't even deserve 1star,1,0
"Great, love the password system across platforms.",5,0
Can't update app anymore.,1,2
"As of today since buying a new phone and it wants me to update it ,but it will not update! Don't want to uninstall and install but it is my only option as of now. 🤨🤔",2,2
Im facing a glitch as whenever im trying to search something it shows the blank page which is not at all acceptable,1,0
I want grow my accounts,5,0
Nice working,5,0
Excellent,5,0
ดั,5,0
Best browser,4,0
I reallly love this app becuase I can hack my among us on it.😋,5,0
Ashupaswanji,5,0
Nyc,5,0
Ossam,5,0
Very bad,1,0
Ok,5,0
Awesome,5,0
John barrentine I am going on 2 ty 96 op op my no if h op up I op of op RP 8igp raggy j your ii cc hi hi by hi 8lk lp u my op my,5,0
شیراز فلکه دانشجو کوچه 2 کوچه 2/7 چمران,5,0
God four mr,5,0
It won't freaking load,1,0
Average,3,0
Excellent,5,0
Very good,5,1
Good,5,1
cool,5,0
Best browser app,5,0
Good,1,1
Absolute rubbish. It will consume every last available bit of memmory resources on your phone untill it crawls everything down to a standstill and crash. Google seems to think that all devices these days have 32gb ram and 16 core processors dedicated to run google apps,1,0
I can't update google chrome In this my fone POPO M2 Pro,1,2
All..is..ok,5,0
Because it not ask before remove file from downloads.,1,0
Good,3,1
Unable to update at realme 3 pro android 10,1,2
Nice,5,0
Blocks me from sites,1,0
Not updating for the last few weeks,1,2
Pazeer ahmed,5,0
Always responding ☺️ and really very helpful in every aspect. Specially while taking some online Webinar classes. Works perfectly.,5,0
Thanks for the help n and support-,5,0
Reliable,5,0
"the 3rd 33 do not hesitate in a couple 3rd of a few weeks, 3rd of a ÷33",4,0
Baik,4,0
It's good but not getting update from Google play store though it showing the update option and intimation alao,4,2
meh,3,0
Good,5,1
Ok,5,0
Can't update,3,2
Been trying to update this app for over 3 months now but to no avail. Please see to this problem.,1,2
0 i 0 day,3,0
شكرآ,5,0
Bad,1,0
"I don't know why the pages doesn't charge. I tried several times, but nothing happened.",1,0
Super,5,0
Yes good,4,1
Best app,4,0
It stops working,1,0
Feb,5,0
Will not update,2,2
Best,5,0
"To add on the Safe Browsing options is ""Safe Search"" to activate",3,0
Great experience,5,0
I have always preferred Chrome once it became available. I'll always use it as my browser!,5,0
Could not update,1,2
Good one thank you google greet servise charmman,5,1
Please make service vmore faster,5,0
Sucks will not open anything,1,0
Unable to update my Google Chrome browser. Please fix this,1,2
New version is not updating,1,2
much helpfull,5,0
Awesomep,5,0
Chrome update diya hai par mere realme c11 me update ho hi nahi rha hai,5,2
Good,5,1
Can't update,1,2
Sex sites indian porn videos of all categories pl activate in chrome,5,0
perfect.,5,0
Oof plz do better,3,0
Good,5,1
"Its showing update but when I click not getting ,in my tab",3,2
"My biggest complains are mainly about the local weather forcast, which i dont need to see (thank god it was hidden) and the google assistance keeps popping up like i said things that i didnt and it activates when i dont need them fix the google assistance issues smdh definitely annoying ads too :/",3,0
Disturbed net connection,1,0
Google,5,0
VF I'll vg,5,0
💕💕💕,5,0
Good,5,1
I can update my chrome app please resolve this problem.,1,2
Good but seems to crash alot,4,1
Greets,5,0
"Since the update in December, discover works differently and often not at all: for one, the ""more"" button has disappeared, and refreshing the window doesn't produce new items. Secondly, the menu icon no longer displays a popup menu, but gives me a fixed menu at the bottom of my screen, obscuring much of the screen. Thirdly, any items I flag as 'hide' will show up again if I open a new tab. Only closing chrome and reopening will wipe them. Finally, the number of news items found is vastly less",2,2
Too much slower . despite updateing not change .pls say something.,1,2
Fine,5,0
Wow,5,0
I've been having an issue with updating Google Chrome for months now,3,2
Beautiful,4,0
😘😘😘😘😘😘😘😘😘😘😘,5,0
Ok,5,0
Good,5,1
Otherwise its awesome,5,0
Super app,5,0
Wastewater,5,0
No traepara des cargas,1,0
"Its not possible for me to update my google Crome, since i have purchased my phone.can you please find a solution for this issue.",1,2
New update of chrome is not getting downloaded in phone,1,2
"Can't update app... I've been trying and trying to update this app, but nothing works and it's really getting annoying at this point... Please fix this problem Google... It would be appreciated...",1,2
Its not leting me update,1,2
good,5,1
Good,4,1
Full xxx video young with girl and big black coke english,3,0
Tha app is good and I watch alote of anime on it but I don't know why is chrome not working I have tried savereal times I even made a new account I even gave access to all the things even tried to update it but it still did not work please fix my problem if it fixes it self I will remove this comment and will right a better one thank you😊,5,2
Updated version is crashing on my device.,1,2
Love it,5,0
Looking forward to seeing,5,0
Best,5,0
My Google Chrome is not updating and i dont know why,3,2
Good,5,1
Its ok for it. Didnt use it yet. So im am going to use it snd.,4,0
Fast love it,5,0
Very slow,1,0
Very good,5,1
So bad app especially ...,1,0
By b so my on fell p can be k cac f.Jhn b by my friendvht on m fn can koly on b canv can oh cool m blb,4,0
Like,5,0
cant load. even after updating,1,2
Good,5,1
Vijendra,5,0
I won't say much It's faster and reliable,5,0
Good,5,1
"My issue is with opening data. A scroll bar that whips across, each time I open, showing the data. Twice. Why? An unnecessary distraction. Turn on tablet, get data mobile data activated and bamm! Edit: 1/14/2021. Above not even an issue now I ignore it :) issue now is unable to update to Chrome 87.0.4280 which I've been trying to do for the past 4 days 🤔",1,2
Ferfected,4,0
Ok it's better,3,0
fantastic,5,0
Now this app is very fast,5,0
Bobo nyo,1,0
Fine one,5,0
😊,5,0
Slow,5,0
It doesn't play videos on twitter unless it's full screen,2,0
Good,3,1
Please dont send me any messages 🙏🙏🙏🙏,5,0
My Chrome App will not update Please help,1,2
Excellent,5,0
A lot of good apps are available from here,5,1
কেএদত্যদফ্য,1,0
Nice,5,0
good,5,1
Lame,1,0
Will not update,3,2
Nice app,5,0
I cannot assess my google app,5,0
Nice,5,0
Only Nazis use chrome,1,0
Good,5,1
عالیییییییییییییییییییی,5,0
Update Issue,5,2
Best web browser,4,0
am trying to update on my one plus6 mobile bt it's not updating don't know y please solve this soon,1,2
The chrome is not update,1,2
"A good one , I have browsed many things to know . It has helped me a lot but in some times its difficult to use😊",3,1
So Good,5,1
Ok,5,0
Good,5,1
Problem in updating app in one plus Nord.,4,2
Super,5,0
Peace Queen size! V&vvvvnkvhg,5,0
"It is the best of internet... I'm very comfortable while using it, but only a thing will discourage me is that advertisement..... And after all it is best among all these and it is very familiar 😊😊😊",5,0
Its perfect,5,0
"How the hell do u update I've tried all different ways and it's still saying a newer version is available, it's getting ×#$£ annoying. Still wont update been about 2 or so months and no help or anything. Thanks for nothing",1,2
"Ever since the latest update ""Location"" keeps turning itself off every time I turn phone's and tablet on",3,2
Will not let me update,3,2
👌👌 nice,5,0
"I tried many times but I couldn't update chrome. When I tap on update, no response will done.",1,2
Good,3,1
Bad,1,0
Cool app,5,0
Superb,5,0
Nice,5,0
Super,5,0
Wonderful😍😍😍😍😍,5,0
I want to update this but not happening,1,2
"First timer,but so far its a 5*.",5,0
Very good,5,1
C.k,1,0
Bakwas,1,0
Again my chrome won't update.....garbage,1,2
Very bad,5,0
Best,5,0
Chrome app is very nice,4,0
Not been able to update,1,2
update issue,1,2
Great,5,0
Super please,5,0
Hard to download,5,0
Really great,5,0
Very bad,1,0
google chrome is so best,5,0
Good,5,1
Terrible. Why wont it let me update? Been trying for months now. Whats the problem?,1,2
Not updating,1,2
The app is not updating inspite of several attempts..what is wrong with this app???,1,2
குணா பித்தன்,5,0
Sdd,1,0
Good,5,1
Very good,5,1
I can't update the app,3,2
Nice,5,0
Well,4,0
Good work,5,1
Excellent!👍👍👏👏,5,0
Nice,5,0
I like this chrome becouse its to fast,5,0
குட்,4,0
Unable to update,1,2
Great !!!!!!!!!!!,5,0
Super fast,5,0
App freezes and constantly closes,1,0
Happy,5,0
Always best response,5,0
Super,5,0
اوکی,4,0
Suprrr,5,0
good,1,1
Excellent app,5,0
Enjoy,5,0
worst app not updating anything....👊👊👊👊😞😡😡😡😡😡🤬🤬🤬🤬🤬🤬,1,2
Nowadays the android version of the app is not getting updated. Don't know what is happening. Update - Again the same thing. Really wanna know what's happening in here. Why can't I update my chrome. Again and again the same problem arises.,1,2
Veri good aap,5,1
The best browsing software ever I have use! So everything is easy responsible ui and no much words to say!,5,0
😍,5,0
Yes nice,5,0
"Annoyed 😤 Ever since the update, the damn app has been slow. So slow in fact that even Internet Explorer would be faster.",1,2
Ok,5,0
Very good 👍,5,1
Force,5,0
ممتاز,1,0
The last update is absolutely disgusting. Not for once ( even for a one single time) I'm able to use chrome correctly,1,2
Excellent,5,0
Z#•%%€••%%‰‰©%%¥%¢℅¢¥¥®,5,0
Why won't it update when it says it needs updated ?,1,2
very good chrome,4,1
Not came chrome in youtube,5,0
Ahh pretty good,5,1
Excellent,5,0
Dil,1,0
Unable to update...,1,2
Good,4,1
Words can't describe how useful it is to me I give u 6 🌟 s,5,0
जेड,2,0
Slow,5,0
Good,5,1
I love it,5,0
Perfect app,5,0
Love it,5,0
Nice for using i like really,5,0
Love it 😍,4,0
Google Chrome:Fast & Services Increasing on going 🚅..,5,0
Ok,5,0
Nice,5,0
"chrome is must browser. I am repeatedly uptodating this app for best performance, when ever prompted. All Google apps taking space, causing my devise become slower than before uptodate. Android phone users with smaller rom cannot resolve with out Google support. Google must consider this issue. Dont understand why so many apps.",3,2
Good,3,1
Plz update ho ga,5,2
Good browser,5,1
It's okay but it's better with just one time of update. Or nice update on app.,4,2
F.I.N.E. I do not like feeling fine its no way of living . I can contest to that one. How about feeling fantastic???,5,0
Osm,5,0
Good,5,1
best,5,0
"Very good ,the best browser.",5,1
This is very wonderfull browser,5,0
Not excelent yet but bearable too the extend of waiting.,3,0
